Table ID,Table Label,Data Type,Category,Confidence,Record Family,Is Custom
Segmappingddept,RECORDLABEL.segmappingddept,Customizations,Custom Objects,medium,OTHER,No
Segmappingdloc,RECORDLABEL.segmappingdloc,Customizations,Custom Objects,medium,OTHER,No
Segmappingsclass,RECORDLABEL.segmappingsclass,Setup Data,Company,medium,SETUP,No
Segmappingsdept,RECORDLABEL.segmappingsdept,Customizations,Custom Objects,medium,OTHER,No
Segmappingsloc,RECORDLABEL.segmappingsloc,Customizations,Custom Objects,medium,OTHER,No
Terminationregretted,RECORDLABEL.terminationregretted,Customizations,Custom Objects,medium,OTHER,No
timeOffChangeType,RECORDLABEL.timeoffchangetype,List Data,Employees,high,OTHER,No
timeOffTimeUnit,RECORDLABEL.timeofftimeunit,List Data,Employees,high,OTHER,No
translationlanguage,RECORDLABEL.translationlanguage,Customizations,Custom Objects,medium,OTHER,No
validPayrollProcessType,RECORDLABEL.validpayrollprocesstype,List Data,Employees,high,OTHER,No
CustomizableRecordType,Record Type,Customizations,Custom Objects,high,OTHER,No
ScriptCustomRecordType,Record Type,Customizations,Custom Records,medium,CUSTOM,Yes
recordType,Record Type,Customizations,Custom Objects,medium,OTHER,No
ScriptRecordType,Record Type,Customizations,Scripts,high,OTHER,No
CUSTOMLIST_2663_RECURRENCE,Recurrence,Customizations,Custom Lists,high,OTHER,No
billingScheduleRecurrencePattern,Recurrence Pattern,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMLIST_2663_REFERENCE_AMENDED_TYPE,Reference Amended Type,Customizations,Custom Lists,high,OTHER,No
reforecastMethod,Reforecast Method,System Data,Other System,low,OTHER,No
region,Region,System Data,Other System,low,OTHER,No
OrderFrequencyType,Release Frequency,Customizations,Custom Objects,medium,OTHER,No
workflowReleaseStatus,Release Status,Transaction Data,Manufacturing,medium,OTHER,No
CUSTOMRECORD_NS_IBE_RELEASE_VERSION,Release Version,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_FAM_RENTALFREQ,Rental Frequency,Customizations,Custom Lists,high,OTHER,No
SupplyReplenishmentType,Replenishment Method,Customizations,Custom Objects,medium,OTHER,No
CUSTOMLIST_EB_REPLICATION_TYPES_LIST,Replication Types,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_EB_REPLOCATIONSRECORDPROD,Rep Locations,Setup Data,Company,medium,SETUP,Yes
ReportDefinition,Report Definition,Transaction Data,Purchases,high,OTHER,No
reportingSection,Reporting Section,Transaction Data,Purchases,high,OTHER,No
RequestForQuote,Request For Quote,Transaction Data,Purchases,high,OTHER,No
CUSTOMRECORD_NS_IBE_REQ_CATEGORIES,Requirement Categories,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_IBE_REQ_LINKAGE,Requirement Linkage,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_IBE_REQUIREMENT,Requirements,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_IBE_REQ_STATUSES,Requirement Statuses,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_IBE_REQ_TYPES,Requirement Types,Customizations,Custom Records,high,CUSTOM,Yes
PurchaseRequisition,Requisition,Transaction Data,Purchases,high,OTHER,No
ResidentStatus,Resident Status,System Data,Other System,low,OTHER,No
resource,Resource,Transaction Data,Sales,high,OTHER,No
resourceAllocation,Resource Allocation,Setup Data,Company,medium,SETUP,No
resourceGroup,Resource Group,Transaction Data,Sales,high,OTHER,No
restlet,Restlet,System Data,Other System,low,OTHER,No
restletDeployment,Restlet Deployment,Customizations,Scripts,high,OTHER,No
Restriction,Restriction,System Data,Other System,low,OTHER,No
RetirementPlan,Retirement Plan,System Data,Other System,low,OTHER,No
returnAuthorization,Return Authorization,Transaction Data,Customers,high,OTHER,No
CUSTOMLIST_ATLAS_RETRN_RSN_LIST,Return Reason,Transaction Data,Sales,high,OTHER,No
EliminationJournalDetail,REV_REC_JOURNAL_DETAIL,Transaction Data,Financial,high,OTHER,No
RevRecJournalDetail,REV_REC_JOURNAL_DETAIL,Transaction Data,Financial,high,OTHER,No
ForeignCurrencyRevaluations,Revalue Open Foreign Currency Balances,Setup Data,Accounting,high,ACCOUNTING,No
revenueAllocationgroup,Revenue Allocation Group,Setup Data,Company,medium,SETUP,No
revenueArrangement,Revenue Arrangement,System Data,Other System,low,OTHER,No
revenueCommitment,Revenue Commitment,System Data,Other System,low,OTHER,No
revenueCommitmentReversal,Revenue Commitment Reversal,System Data,Other System,low,OTHER,No
revenueContract,Revenue Contract,Transaction Data,Purchases,high,OTHER,No
RevenueElement,Revenue Element,System Data,Other System,low,OTHER,No
advancedRevRecPlugin,Revenue Management Plug-in,System Data,Other System,low,OTHER,No
revenuePlanStatus,Revenue Plan Status,System Data,Other System,low,OTHER,No
revenuePlanType,Revenue Plan Type,Customizations,Custom Objects,medium,OTHER,No
billingRevenueEvent,Revenue Recognition Event,List Data,Activities,high,TRANSACTION,No
RevRecFieldMapping,Revenue Recognition Field Map,Customizations,Custom Objects,medium,OTHER,No
subscriptionRevRecOption,Revenue Recognition Option,Customizations,Scripts,high,OTHER,No
RevenuePlan,Revenue Recognition Plan,System Data,Other System,low,OTHER,No
RevenueRecognitionRule,Revenue Recognition Rule,Setup Data,Sales,high,OTHER,No
RevRecSchedule,Revenue Recognition Schedule,System Data,Other System,low,OTHER,No
RevRecTemplate,Revenue Recognition Template,System Data,Other System,low,OTHER,No
RevenueRecognitionTreatment,Revenue Recognition Treatment,System Data,Other System,low,OTHER,No
role,Role,Setup Data,Users,high,OTHER,No
rotationType,Rotation Type,Customizations,Custom Objects,medium,OTHER,No
RoundingGainLoss,Rounding Gain/Loss,System Data,Other System,low,OTHER,No
salesInvoiced,Sales (Invoiced),Transaction Data,Bank,medium,TRANSACTION,No
salesOrdered,Sales (Ordered),Transaction Data,Bank,medium,TRANSACTION,No
SalesCampaign,Sales Campaign,Transaction Data,Sales,medium,OTHER,No
CUSTOMRECORD_CSEG_MLI_SALES_CHAN,Sales Channel,Setup Data,Marketing,high,CUSTOM,Yes
SalesChannel,Sales Channel,Setup Data,Marketing,high,OTHER,No
CUSTOMLIST_EB_SALES_DIVISION_LIST,Sales Division,Transaction Data,Sales,medium,OTHER,No
CUSTOMRECORD_SALES_HISTORY,Sales History,Transaction Data,Sales,medium,CUSTOM,Yes
CUSTOMLIST_SALES_INDUSTRIES,Sales Industries,Transaction Data,Sales,medium,OTHER,No
CUSTOMRECORD_WSG_SM_IMPORT,Sales Management Import,Transaction Data,Purchases,high,CUSTOM,Yes
salesOrder,Sales Order,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMRECORD_EB_SALESORDER_COMM_UPDATE,Sales Order Commission Update,Transaction Data,Bank,medium,TRANSACTION,Yes
salesOverview,Sales Overview,Transaction Data,Sales,high,OTHER,No
CUSTOMRECORD_SALES_PRICE_ESTIMATES,Sales Price Estimate,Transaction Data,Sales,medium,CUSTOM,Yes
CUSTOMRECORD_SALES_PRICE_ESTIMATE_LINES,Sales Price Estimate Line,Transaction Data,Sales,medium,CUSTOM,Yes
CUSTOMLIST_SALES_PRODUCT_CONC,Sales Product Concentrations,List Data,Items,high,ITEM,No
CUSTOMRECORD_SALES_PRODUCT_COSTS,Sales Product Costs,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_SALES_PRODUCT_DISCOUNTS,Sales Product Discounts,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_SALES_PRODUCT_PRICES,Sales Product Prices,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_SALES_PRODUCTS,Sales Products,List Data,Items,high,ITEM,Yes
CUSTOMLIST_SALES_PRODUCT_UOM,Sales Product Units of Measure,List Data,Items,high,ITEM,No
salesReadiness,Sales Readiness,Transaction Data,Sales,medium,OTHER,No
CUSTOMLIST_SALES_REGIONS,Sales Regions,Transaction Data,Sales,medium,OTHER,No
CUSTOMRECORD_EB_SALESREP_INFO,Sales Rep,Transaction Data,Sales,medium,CUSTOM,Yes
salesRole,Sales Role,Setup Data,Users,high,OTHER,No
salesTaxPayment,Sales Tax Payment,List Data,Payment Instruments,medium,TRANSACTION,No
salesTerritory,Sales Territory,Setup Data,Sales,high,OTHER,No
CUSTOMLIST_SAS_APPROVAL_ACTION,SAS Approval Action,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_SAS_TRANSACTION_STATE,SAS Transaction State,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMLIST_SAS_TRANSACTION_TYPES,SAS Transaction Types,Transaction Data,Bank,medium,TRANSACTION,No
savedsearch,Saved Search,System Data,Other System,low,OTHER,No
CUSTOMRECORD_SAS_SS_EXP_MAPPING,Saved Search Exceptions Mapping,Customizations,Custom Records,high,CUSTOM,Yes
usrsavedsearch,Saved Workbook,Transaction Data,Manufacturing,medium,OTHER,No
scheduleBUomCodes,schedulebuomcodes,System Data,Other System,low,OTHER,No
scheduledScript,Scheduled Script,Customizations,Scripts,high,OTHER,No
scheduledScriptDeployment,Scheduled Script Deployment,Customizations,Scripts,high,OTHER,No
ScheduledScriptInstance,Scheduled Script Instance,Customizations,Scripts,high,OTHER,No
CUSTOMLIST_2663_SCHEDULE_EVENT_TYPE,Schedule Event Type,List Data,Activities,high,OTHER,No
CUSTOMLIST_2663_SCHEDULE_TYPE,Schedule Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_ATLAS_WO_ATT1,Scheduling Attribute 1,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_ATLAS_WO_ATT2,Scheduling Attribute 2,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_ATLAS_WO_ATT3,Scheduling Attribute 3,Customizations,Custom Lists,high,OTHER,No
schedulingMethod,Scheduling Method,System Data,Other System,low,OTHER,No
CUSTOMRECORD_SCM_DPS_TASKVIEW,SCM DPS Task View,List Data,Activities,high,CUSTOM,Yes
CUSTOMRECORD_SCM_DPS_USERDISPLAY,SCM DPS User Display,Setup Data,Users,high,CUSTOM,Yes
CUSTOMRECORD_SCM_PREFERENCES,SCM Preferences,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_SCM_PRINTREPORTLOG,SCM Print Report Log,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_SCM_PRINTSTATUS,SCM Print Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_DT_TILE_COMPARETYPE,Scorecard Comparison Type,List Data,Payment Instruments,medium,OTHER,No
CUSTOMLIST_DT_TILE_SUMMARYTYPE,Scorecard Summary Type,List Data,Payment Instruments,medium,OTHER,No
script,Script,Customizations,Scripts,high,OTHER,No
scriptDeployment,Script Deployment,Customizations,Scripts,high,OTHER,No
scriptNoteType,Script Note Type,List Data,Communications,high,OTHER,No
scriptPortletType,Script Portlet Type,Transaction Data,Purchases,high,OTHER,No
scriptType,Script Type,Customizations,Scripts,high,OTHER,No
SearchSchedule,Search Schedule,System Data,Other System,low,OTHER,No
NumberingPerExpression,Segment,System Data,Other System,low,OTHER,No
LocationAssignmentOptimalFulfillment,Select the optimal fulfillment strategy,Setup Data,Company,medium,SETUP,No
sentEmail,Sent Email,List Data,Communications,high,OTHER,No
inventoryNumber,Serial/Lot Number,List Data,Items,high,OTHER,No
ScriptNote,Server Script Log,List Data,Communications,high,OTHER,No
serviceItem,Service,List Data,Items,high,ITEM,No
servicePurchaseItem,Service for Purchase,List Data,Items,high,ITEM,No
serviceResaleItem,Service for Resale,List Data,Items,high,ITEM,No
serviceSaleItem,Service for Sale,List Data,Items,high,ITEM,No
Session,Session,System Data,Other System,low,OTHER,No
CompanyInformation,Setup: Company Information,Setup Data,Company,high,OTHER,No
taxPreferences,Set Up Taxes,Setup Data,Company,high,OTHER,No
IssueSeverity,Severity,System Data,Other System,low,OTHER,No
CUSTOMRECORD_CARRIER_NAME,Ship_Carrier Name,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_SHIP_STSTUS_LIST,Ship_status list,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_SHIPCENTRAL_ADDRESSVALIDATI,Ship Central Address Validation,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_LOG_TRANSACTIONS,ShipCentral - API Log Transactions,Transaction Data,Bank,medium,TRANSACTION,Yes
CUSTOMRECORD_SHIPCENTRALCOUNTRY,ShipCentral Country,Transaction Data,Inventory,medium,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_LLS_SHIP_GROUP,ShipCentral - LLS Orders Ship Group,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKING_ROLE,Ship Central Packing,Setup Data,Users,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_SHIPPREFERENCE,Ship Central Preferences,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_SHIPCENTRAL_ROLERECORD,ShipCentral Role Record,Setup Data,Users,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_SHIPMENT_SETUP,Ship Central Shipment Setup,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_SHIPPING_ROLE,Ship Central Shipping,Setup Data,Users,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CONTENTS,Shipment Contents,Transaction Data,Order Management,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_REFS_PER_CARRIER,Shipment References,Transaction Data,Order Management,high,CUSTOM,Yes
ShipperPackageTypeCode,Shipper Package Type Code,Customizations,Custom Objects,medium,OTHER,No
ShipperServiceCode,Shipper Service Code,List Data,Items,high,OTHER,No
CUSTOMRECORD_PACKSHIP_DESCRIPTION,Shipping Description Type,Transaction Data,Order Management,high,CUSTOM,Yes
CUSTOMRECORD_SHIPC_DUTIES_TAXES_LIST,Shipping Duties and Taxes,Transaction Data,Order Management,high,CUSTOM,Yes
ShipItem,Shipping Item,List Data,Items,high,ITEM,No
CUSTOMRECORD_PACKSHIP_LABEL_REFERENCE,Shipping Label Reference,Transaction Data,Order Management,high,CUSTOM,Yes
CUSTOMLIST_EB_SHIPPING_MU_TYPES,Shipping Mark Up Types,Transaction Data,Order Management,high,OTHER,No
CUSTOMRECORD_EB_SHIPPINGOPTION,Shipping Option,Transaction Data,Order Management,high,CUSTOM,Yes
ShippingPartnerRegistration,Shipping Partner Registration,List Data,Employees,medium,ENTITY,No
shippingPartnersPlugin,Shipping Partners Plugin,List Data,Employees,medium,ENTITY,No
shoppingCart,Shopping Cart,System Data,Other System,low,OTHER,No
Section,Site Categories,System Data,Other System,low,OTHER,No
SiteCategory,Site Category,Setup Data,Marketing,high,OTHER,No
SiteEntryPointType,Site Entry Point Type,Transaction Data,Purchases,high,OTHER,No
siteRegistrationType,Site Registration Type,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_NS_IBE_SKILL_TYPE,Skills,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_SC_DASHBOARD_DATA_SCHEDULED,Smart Count Dashboard Data,Transaction Data,Inventory,medium,CUSTOM,Yes
CUSTOMRECORD_SC_SETUP_PREFERENCES,Smart Count Setup Preferences,Setup Data,Company,high,CUSTOM,Yes
USRSnapshot,Snapshot,System Data,Other System,low,OTHER,No
softDescriptor,Soft Descriptor,Transaction Data,Sales,high,OTHER,No
solution,Solution,Transaction Data,Sales,high,OTHER,No
revenuePlanSource,Source,Transaction Data,Sales,high,OTHER,No
IssueSource,Source,Transaction Data,Sales,high,OTHER,No
revenueElementSourceType,Source Record Type,Transaction Data,Sales,high,OTHER,No
revRecDateSourceType,Source Type,Transaction Data,Sales,high,OTHER,No
revRecAmountSourceType,Source Type,Transaction Data,Sales,high,OTHER,No
specialAccountType,Special Account Type,Setup Data,Accounting,high,ACCOUNTING,No
webapp,SSP Application,System Data,Integration,medium,OTHER,No
standardCostVersion,Standard Cost Version,System Data,Other System,low,OTHER,No
state,State/Province/County,Transaction Data,Inventory,medium,OTHER,No
StatisticalJournalEntry,Statistical Journal,Transaction Data,Financial,high,OTHER,No
statisticalSchedule,Statistical Schedule,System Data,Other System,low,OTHER,No
VendRfqStatus,Status,System Data,Other System,low,OTHER,No
OcrImportJobType,Status,Transaction Data,Purchases,high,OTHER,No
VendorBillStatus,Status,List Data,Relationships,high,TRANSACTION,No
SupplyChainSnapshotSimulationDocStatus,Status,System Data,Other System,low,OTHER,No
ApplicabilityStatusType,Status,Customizations,Custom Objects,medium,OTHER,No
JournalStatus,Status,Transaction Data,Financial,high,OTHER,No
pickTaskStatus,Status,List Data,Activities,high,OTHER,No
StorePickupFulfillmentStatus,Status,Transaction Data,Order Management,high,OTHER,No
OcrImportJobStatus,Status,Transaction Data,Purchases,high,OTHER,No
CustomerChargeStatus,Status,List Data,Employees,medium,ENTITY,No
VendorPaymentStatus,Status,List Data,Payment Instruments,medium,TRANSACTION,No
CheckStatus,Status,Transaction Data,Bank,high,OTHER,No
StatusType,Status,Customizations,Custom Objects,medium,OTHER,No
PurchaseContractStatus,Status,Transaction Data,Purchases,high,OTHER,No
PeriodEndJournalStatus,Status,Setup Data,Accounting,high,OTHER,No
VendorReturnAuthorizationStatus,Status,List Data,Employees,medium,ENTITY,No
EstimateStatus,Status,System Data,Other System,low,OTHER,No
ReturnAuthorizationStatus,Status,Transaction Data,Customers,high,OTHER,No
scriptStatus,Status,Customizations,Scripts,high,OTHER,No
CustomerRefundStatus,Status,List Data,Employees,medium,ENTITY,No
InvoiceStatus,Status,Transaction Data,Bank,medium,TRANSACTION,No
SalesTaxPaymentStatus,Status,List Data,Payment Instruments,medium,TRANSACTION,No
DocumentStatus,Status,System Data,Other System,low,OTHER,No
BlanketPurchaseOrderStatus,Status,Transaction Data,Bank,medium,TRANSACTION,No
PurchaseRequisitionStatus,Status,Transaction Data,Purchases,high,OTHER,No
subscriptionChangeOrderStatus,Status,Customizations,Scripts,high,OTHER,No
ItemFulfillmentStatus,Status,List Data,Items,high,ITEM,No
CreditMemoStatus,Status,Transaction Data,Bank,medium,OTHER,No
OpportunityStatus,Status,Transaction Data,Purchases,high,OTHER,No
invoiceGroupStatus,Status,Transaction Data,Bank,medium,TRANSACTION,No
FulfillmentRequestStatus,Status,Transaction Data,Order Management,high,OTHER,No
InventoryCountStatus,Status,List Data,Items,high,OTHER,No
CustomerPaymentStatus,Status,List Data,Payment Instruments,medium,TRANSACTION,No
PurchaseOrderStatus,Status,Transaction Data,Bank,medium,TRANSACTION,No
DepositApplicationStatus,Status,Transaction Data,Bank,high,OTHER,No
waveStatus,Status,System Data,Other System,low,OTHER,No
ExpenseReportStatus,Status,Transaction Data,Purchases,high,OTHER,No
NettingStatementDocumentStatus,Status,Transaction Data,Sales,high,OTHER,No
CashSaleStatus,Status,Transaction Data,Sales,high,OTHER,No
pickActionStatus,Status,System Data,Workflow,high,OTHER,No
RfqStatus,Status,System Data,Other System,low,OTHER,No
UsageStatus,Status,System Data,Other System,low,OTHER,No
subscriptionLineStatus,Status,Customizations,Scripts,high,OTHER,No
WorkOrderStatus,Status,Transaction Data,Manufacturing,high,OTHER,No
PlannedOrderStatusType,Status,Customizations,Custom Objects,medium,OTHER,No
payrollDocumentStatus,Status,List Data,Employees,high,OTHER,No
CustomerAuthorizationStatus,Status,List Data,Employees,medium,ENTITY,No
TransferOrderStatus,Status,Transaction Data,Bank,high,OTHER,No
CustomerDepositStatus,Status,List Data,Employees,medium,ENTITY,No
VatLiabilityStatus,Status,System Data,Other System,low,OTHER,No
StockBehaviorType,Stock Behavior Type,Customizations,Custom Objects,medium,OTHER,No
storeAddItemBehavior,Store Add Item Behavior,List Data,Items,high,ITEM,No
StoreListLook,Store List Look,Customizations,Custom Objects,medium,OTHER,No
storeLook,Store Look,System Data,Other System,low,OTHER,No
storePickupFulfillment,Store Pickup Fulfillment,Transaction Data,Order Management,high,OTHER,No
storePortletStyle,Store Portlet Style,Transaction Data,Purchases,high,OTHER,No
storeUpsellDisplay,Store Upsell Display,System Data,Other System,low,OTHER,No
LocationAssignmentGroupingStrategy,Strategies,Setup Data,Company,medium,SETUP,No
CUSTOMRECORD_SUBNAV_SETTINGS,SubNav - Settings,Customizations,Custom Records,high,CUSTOM,Yes
InventoryDetailLine,Subrecord,List Data,Items,high,OTHER,No
subscription,Subscription,Customizations,Scripts,high,OTHER,No
subscriptionChangeOrder,Subscription Change Order,Customizations,Scripts,high,OTHER,No
subscriptionLine,Subscription Line,Customizations,Scripts,high,OTHER,No
SubscriptionLineRevision,Subscription Line Revision,Customizations,Scripts,high,OTHER,No
subscriptionPlan,Subscription Plan,Customizations,Scripts,high,OTHER,No
SubscriptionRenewalHistory,Subscription Renewal History,Customizations,Scripts,high,OTHER,No
SubscriptionStatus,Subscription Status,Customizations,Scripts,high,OTHER,No
subscriptionTerm,Subscription Term,Customizations,Scripts,high,OTHER,No
Subsidiary,Subsidiary,Setup Data,Company,medium,SETUP,No
SubsidiarySettings,Subsidiary Settings,Setup Data,Company,medium,SETUP,No
subtotalItem,Subtotal Item,List Data,Items,high,ITEM,No
suitelet,Suitelet,System Data,Other System,low,OTHER,No
suiteletDeployment,Suitelet Deployment,Customizations,Scripts,high,OTHER,No
CUSTOMLIST_SQRT_QUERY_CATEGORIES,SuiteQL Query Categories,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_SQRT_QUERY_HISTORY,SuiteQL Query History,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_SQRT_RESULT_FORMATS,SuiteQL Result Formats,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_SQRT_SAVED_QUERIES,SuiteQL Saved Query,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_SQRT_SHARING_LEVELS,SuiteQL Sharing Levels,Customizations,Custom Lists,high,OTHER,No
SuiteScriptDetail,Suite Script Detail,Customizations,Scripts,high,OTHER,No
CUSTOMRECORD_ATLAS_FINWORKBOOK_STRINGS,SuiteSuccess FinWB Strings,Transaction Data,Manufacturing,medium,CUSTOM,Yes
CUSTOMLIST_ATLAS_FINWB_TRANS_LIST,SuiteSuccess FinWB Translation,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_ATLAS_PROWORKBOOK_STRINGS,SuiteSuccess Proc WB Strings,Transaction Data,Manufacturing,medium,CUSTOM,Yes
CUSTOMLIST_ATLAS_PROWB_TRANS_LIST,SuiteSuccess ProWB Translation,Customizations,Custom Lists,high,OTHER,No
payrollBatchSummary,Summary,List Data,Employees,high,OTHER,No
CUSTOMLIST_SALES_SUPER_CONC_SPEC,Super Concentrate Specialties,Transaction Data,Sales,medium,OTHER,No
CUSTOMLIST_SALES_SUPER_CONC,Super Concentrations,Transaction Data,Sales,medium,OTHER,No
OrderReservationAllocation,Supply Allocation,Setup Data,Company,medium,SETUP,No
predictedRiskTrainEvalHistory,Supply Chain Predicted Risks Training and Evaluation History,System Data,Audit,high,OTHER,No
supplyChainSnapshot,Supply Chain Snapshot,System Data,Other System,low,OTHER,No
supplyChainSnapshotSimulation,Supply Chain Snapshot Simulation,System Data,Other System,low,OTHER,No
supplyChangeOrder,Supply Change Order,System Data,Other System,low,OTHER,No
supplyChangeOrderStatus,Supply Change Order,System Data,Other System,low,OTHER,No
supplyChangeOrderAction,Supply Change Order Action,System Data,Workflow,high,OTHER,No
SupplyChangeOrderApprovalStatus,Supply Change Order Approval Status,System Data,Workflow,high,OTHER,No
supplyPlanDefinition,Supply Plan Definition,System Data,Other System,low,OTHER,No
demandSourceType,Supply Plan Definition,Transaction Data,Sales,high,OTHER,No
ItemSupplyType,Supply Type,List Data,Items,high,ITEM,No
CUSTOMLIST_EB_ITEM_SURFACTANTS,Surfactant,List Data,Items,high,ITEM,No
CurrencySymbolPlacement,Symbol Placement,Setup Data,Accounting,high,ACCOUNTING,No
SystemEmailTemplate,System Email Template (Scriptable),List Data,Communications,high,OTHER,No
SystemJournal,System Journal,Transaction Data,Financial,high,OTHER,No
SystemNote,System Note,List Data,Communications,high,OTHER,No
systemNoteContextType,System Notes,List Data,Communications,high,OTHER,No
SystemNote2,System Notes v2,List Data,Communications,high,OTHER,No
StoreTabType,Tab Type,Customizations,Custom Objects,medium,OTHER,No
IssueTag,Tag,System Data,Other System,low,OTHER,No
tag,Tag,System Data,Other System,low,OTHER,No
BulkOwnershipTransfer,Take Ownership,Transaction Data,Bank,high,OTHER,No
Task,Task,List Data,Activities,high,OTHER,No
CUSTOMRECORD_TASK_LIST,Task List,List Data,Activities,high,CUSTOM,Yes
CUSTOMRECORD_L10N_TASK_LIST_PROP,Task List Property,List Data,Activities,high,CUSTOM,Yes
CUSTOMRECORD_L10N_TASK_RESULT,Task Result,List Data,Activities,high,CUSTOM,Yes
TaxLiab,TAX_LIAB,System Data,Other System,low,OTHER,No
TaxPymt,TAX_PYMT,System Data,Other System,low,OTHER,No
CUSTOMRECORD_PACKSHIP_TAXABLE_ENTITY,Taxable Entity,List Data,Relationships,high,CUSTOM,Yes
taxCalculationPlugin,Tax Calculation Plugin,System Data,Other System,low,OTHER,No
salesTaxItem,Tax Code,List Data,Items,high,ITEM,No
taxAcct,Tax Control Account,Setup Data,Accounting,high,OTHER,No
taxGroup,Tax Group,System Data,Other System,low,OTHER,No
CUSTOMRECORD_PACKSHIP_TAXIDS,Tax Identifiers,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,Tax Id Type,Customizations,Custom Records,high,CUSTOM,Yes
taxItemTaxGroup,Tax Item,List Data,Items,high,ITEM,No
taxItemAvailability,TaxItem Availability,List Data,Items,high,ITEM,No
taxJurisdiction,Tax Jurisdiction,System Data,Other System,low,OTHER,No
VatLiability,Tax Liability Cheque,System Data,Other System,low,OTHER,No
TaxLiabilityPayment,Tax Liability Payment,List Data,Payment Instruments,medium,TRANSACTION,No
TaxLiabilityPaymentLegacy,Tax Liability Payment (Read-Only),List Data,Payment Instruments,medium,TRANSACTION,No
taxOverrideMethod,Tax Override Method,System Data,Other System,low,OTHER,No
taxPeriod,Tax Period,Setup Data,Accounting,high,OTHER,No
taxRoundingType,Tax Rounding Method,Customizations,Custom Objects,medium,OTHER,No
taxSchedule,Tax Schedule,System Data,Other System,low,OTHER,No
taxType,Tax Type,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_EB_RMS_MEMBER_BASE,Team Member Base,Setup Data,Sales,high,CUSTOM,Yes
TegRcvbl,TEG_RCVBL,System Data,Other System,low,OTHER,No
tegataPayable,Tegata Payable,System Data,Other System,low,OTHER,No
tegataReceivable,Tegata Receivable,System Data,Other System,low,OTHER,No
TegPybl,TEGPYBL,System Data,Other System,low,OTHER,No
CrmTemplate,Template,System Data,Other System,low,OTHER,No
CrmTemplateCategory,Template Category,Setup Data,Marketing,high,OTHER,No
CrmTemplateType,Template Type,Customizations,Custom Objects,medium,OTHER,No
TerminationReason,Termination Reason,Transaction Data,Sales,high,OTHER,No
Hcmterminationcategory,Termination Reason Category,Setup Data,Marketing,high,OTHER,No
term,Terms,System Data,Other System,low,OTHER,No
CUSTOMRECORD_TERMS_OF_TRADE_CODE,Terms of trade code,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_PS_MFG_UAT_TEMPLATE,Test Cases,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_TS_TEST_ISSUE,Test Issues,Customizations,Custom Records,high,CUSTOM,Yes
testPlugin,Test Plugin,System Data,Other System,low,OTHER,No
TextEnhanceAction,Text Enhance Action,System Data,Workflow,high,OTHER,No
textScale,Text Scale,System Data,Other System,low,OTHER,No
TimeCode,Time Code,Transaction Data,Employees,medium,OTHER,No
TimeEntry,Time Entry,Transaction Data,Employees,high,OTHER,No
